"Year","Fourseam","Change","Slider","pfx_var","mlbam_id","Sinker","Curve","Split","Cutter","Knuckler","Slow Curve","Screwball"
"2012","-7.42","-11.22","3.31","pfx_x",489446,NA,"0.00",NA,NA,NA,NA,NA
"2014","-7.84","-7.64","2.32","pfx_x",489446,NA,"6.25",NA,NA,NA,NA,NA
"2015","-8.09","-8.43","0.77","pfx_x",489446,NA,"7.21",NA,NA,NA,NA,NA
"2011","94.71","85.28","87.85","maxmph",489446,NA,"77.13",NA,NA,NA,NA,NA
"2012","96.19","86.10","82.91","maxmph",489446,NA,"0.00",NA,NA,NA,NA,NA
"2014","95.70","85.69","87.41","maxmph",489446,NA,"79.39",NA,NA,NA,NA,NA
"2015","95.67","88.89","87.45","maxmph",489446,NA,"81.05",NA,NA,NA,NA,NA
"2011","93.13","84.73","84.82","mph",489446,NA,"76.39",NA,NA,NA,NA,NA
"2012","94.53","85.48","82.91","mph",489446,NA,"0.00",NA,NA,NA,NA,NA
"2014","93.49","84.58","84.75","mph",489446,NA,"77.78",NA,NA,NA,NA,NA
"2015","93.24","84.35","85.32","mph",489446,NA,"78.50",NA,NA,NA,NA,NA
"2008","1.72","8.77","5.95","bway",430900,NA,"11.76",NA,NA,NA,NA,NA
"2009","4.11","0.00","4.12","bway",430900,NA,"0.00",NA,NA,NA,NA,NA
"2010","5.36","0.00","3.77","bway",430900,NA,"0.00",NA,NA,NA,NA,NA
"2011","3.77","0.00","4.22","bway",430900,NA,"0.00",NA,NA,NA,NA,NA
"2008","0.19","-0.70","-0.76","vloc",430900,NA,"-1.21",NA,NA,NA,NA,NA
"2009","0.16","-0.58","-0.82","vloc",430900,NA,"0.45",NA,NA,NA,NA,NA
"2010","0.09","0.00","-0.65","vloc",430900,NA,"0.00",NA,NA,NA,NA,NA
"2011","-0.34","-0.20","-0.74","vloc",430900,NA,"0.52",NA,NA,NA,NA,NA
"2008","0.48","0.47","0.46","hloc",430900,NA,"0.48",NA,NA,NA,NA,NA
"2009","0.43","0.34","0.42","hloc",430900,NA,"0.66",NA,NA,NA,NA,NA
"2010","0.46","0.00","0.34","hloc",430900,NA,"0.00",NA,NA,NA,NA,NA
"2011","0.46","0.39","0.36","hloc",430900,NA,"0.76",NA,NA,NA,NA,NA
"2008","9.95","7.90","3.75","pfx_z",430900,NA,"-3.55",NA,NA,NA,NA,NA
"2009","11.43","7.55","3.44","pfx_z",430900,NA,"-5.89",NA,NA,NA,NA,NA
"2010","11.07","0.00","3.28","pfx_z",430900,NA,"0.00",NA,NA,NA,NA,NA
"2011","10.00","6.70","2.36","pfx_z",430900,NA,"-4.94",NA,NA,NA,NA,NA
"2008","-6.50","-6.16","-0.38","pfx_x",430900,NA,"1.84",NA,NA,NA,NA,NA
"2009","-4.15","-6.38","0.32","pfx_x",430900,NA,"2.95",NA,NA,NA,NA,NA
"2010","-4.26","0.00","-0.01","pfx_x",430900,NA,"0.00",NA,NA,NA,NA,NA
"2011","-5.12","-5.44","0.31","pfx_x",430900,NA,"4.16",NA,NA,NA,NA,NA
"2008","95.62","88.50","91.05","maxmph",430900,NA,"84.91",NA,NA,NA,NA,NA
"2009","96.27","86.20","90.39","maxmph",430900,NA,"81.79",NA,NA,NA,NA,NA
"2010","94.99","0.00","89.29","maxmph",430900,NA,"0.00",NA,NA,NA,NA,NA
"2011","93.09","85.19","88.17","maxmph",430900,NA,"78.49",NA,NA,NA,NA,NA
"2008","92.38","85.04","87.03","mph",430900,NA,"81.77",NA,NA,NA,NA,NA
"2009","91.78","84.08","86.31","mph",430900,NA,"79.40",NA,NA,NA,NA,NA
"2010","90.56","0.00","85.31","mph",430900,NA,"0.00",NA,NA,NA,NA,NA
"2011","89.71","83.58","84.97","mph",430900,NA,"77.86",NA,NA,NA,NA,NA
"2008","7.64","0.00","6.40","bway",449079,"1.81","5.66",NA,NA,NA,NA,NA
"2009","4.83","3.33","3.31","bway",449079,"3.19","3.45",NA,NA,NA,NA,NA
"2010","6.25","4.76","4.23","bway",449079,"4.38","3.54",NA,NA,NA,NA,NA
"2011","6.45","0.00","3.57","bway",449079,"5.88","0.00",NA,NA,NA,NA,NA
"2012","8.93","25.00","4.76","bway",449079,"9.18","5.38",NA,NA,NA,NA,NA
"2013","10.50","2.41","4.35","bway",449079,"6.93","3.45",NA,NA,NA,NA,NA
"2014","7.39","1.37","3.91","bway",449079,"2.44","4.52",NA,NA,NA,NA,NA
"2015","5.26","0.00","0.00","bway",449079,"4.76","2.94",NA,NA,NA,NA,NA
"2008","0.20","-0.86","-0.41","vloc",449079,"-0.29","-0.62",NA,NA,NA,NA,NA
"2009","0.11","-1.05","-0.64","vloc",449079,"-0.39","-0.56",NA,NA,NA,NA,NA
"2010","0.30","-0.41","-0.35","vloc",449079,"-0.31","-0.54",NA,NA,NA,NA,NA
"2011","0.08","0.00","-0.76","vloc",449079,"-0.43","-0.36",NA,NA,NA,NA,NA
"2012","0.21","-0.45","-0.78","vloc",449079,"-0.32","-0.83",NA,NA,NA,NA,NA
"2013","-0.15","-0.82","-0.77","vloc",449079,"-0.38","-1.19",NA,NA,NA,NA,NA
"2014","-0.02","-1.02","-0.80","vloc",449079,"-0.38","-1.12",NA,NA,NA,NA,NA
"2015","0.15","-1.03","-1.94","vloc",449079,"-0.28","-0.83",NA,NA,NA,NA,NA
"2008","0.29","1.33","0.49","hloc",449079,"0.42","-0.01",NA,NA,NA,NA,NA
"2009","0.36","0.52","0.46","hloc",449079,"0.44","0.03",NA,NA,NA,NA,NA
"2010","0.15","0.57","-0.07","hloc",449079,"0.48","-0.01",NA,NA,NA,NA,NA
"2011","0.13","0.00","1.21","hloc",449079,"0.34","0.32",NA,NA,NA,NA,NA
"2012","0.11","0.45","0.68","hloc",449079,"0.36","-0.09",NA,NA,NA,NA,NA
"2013","0.17","0.48","0.58","hloc",449079,"0.30","0.18",NA,NA,NA,NA,NA
"2014","0.23","0.50","0.82","hloc",449079,"0.36","0.19",NA,NA,NA,NA,NA
"2015","0.14","0.53","-1.21","hloc",449079,"0.63","0.45",NA,NA,NA,NA,NA
"2008","10.33","6.24","2.09","pfx_z",449079,"7.69","-4.44",NA,NA,NA,NA,NA
"2009","9.34","4.45","2.20","pfx_z",449079,"6.38","-3.72",NA,NA,NA,NA,NA
"2010","9.45","7.54","1.36","pfx_z",449079,"7.42","-5.05",NA,NA,NA,NA,NA
"2011","8.46","0.00","1.15","pfx_z",449079,"5.31","-4.68",NA,NA,NA,NA,NA
"2012","8.62","7.02","0.80","pfx_z",449079,"5.49","-5.11",NA,NA,NA,NA,NA
"2013","8.06","3.64","-0.21","pfx_z",449079,"4.87","-4.83",NA,NA,NA,NA,NA
"2014","7.84","3.94","1.43","pfx_z",449079,"4.81","-4.63",NA,NA,NA,NA,NA
"2015","8.89","3.88","4.13","pfx_z",449079,"5.51","-5.90",NA,NA,NA,NA,NA
"2008","5.89","8.39","-1.47","pfx_x",449079,"8.77","-3.38",NA,NA,NA,NA,NA
"2009","6.80","10.45","-1.61","pfx_x",449079,"9.69","-2.36",NA,NA,NA,NA,NA
"2010","6.47","7.64","-1.63","pfx_x",449079,"9.22","-3.24",NA,NA,NA,NA,NA
"2011","8.29","0.00","-0.69","pfx_x",449079,"11.00","-2.82",NA,NA,NA,NA,NA
"2012","9.06","10.09","-0.68","pfx_x",449079,"10.56","-3.31",NA,NA,NA,NA,NA
"2013","9.64","11.77","-0.96","pfx_x",449079,"11.37","-5.19",NA,NA,NA,NA,NA
"2014","8.52","10.64","-0.73","pfx_x",449079,"10.54","-3.94",NA,NA,NA,NA,NA
"2015","8.73","11.77","-0.83","pfx_x",449079,"11.44","-4.04",NA,NA,NA,NA,NA
"2008","95.10","85.79","88.08","maxmph",449079,"94.95","81.51",NA,NA,NA,NA,NA
"2009","94.72","87.04","91.13","maxmph",449079,"93.61","82.55",NA,NA,NA,NA,NA
"2010","92.81","84.72","84.98","maxmph",449079,"92.35","79.94",NA,NA,NA,NA,NA
"2011","93.09","0.00","87.73","maxmph",449079,"93.45","82.33",NA,NA,NA,NA,NA
"2012","93.75","86.71","87.51","maxmph",449079,"93.89","82.49",NA,NA,NA,NA,NA
"2013","93.92","88.17","87.86","maxmph",449079,"93.48","83.73",NA,NA,NA,NA,NA
"2014","93.27","87.63","87.52","maxmph",449079,"93.20","81.82",NA,NA,NA,NA,NA
"2015","90.92","86.38","82.04","maxmph",449079,"91.80","81.06",NA,NA,NA,NA,NA
"2008","91.92","85.53","84.56","mph",449079,"91.47","78.50",NA,NA,NA,NA,NA
"2009","92.07","85.25","85.13","mph",449079,"91.25","80.10",NA,NA,NA,NA,NA
"2010","89.49","82.84","82.07","mph",449079,"88.91","77.16",NA,NA,NA,NA,NA
"2011","91.37","0.00","85.29","mph",449079,"91.84","79.39",NA,NA,NA,NA,NA
"2012","91.75","85.64","84.26","mph",449079,"91.44","79.71",NA,NA,NA,NA,NA
"2013","91.50","85.70","83.78","mph",449079,"90.93","79.15",NA,NA,NA,NA,NA
"2014","91.28","85.43","84.64","mph",449079,"90.79","79.70",NA,NA,NA,NA,NA
"2015","88.56","83.84","81.65","mph",449079,"88.98","78.82",NA,NA,NA,NA,NA
"2013","11.76","0.00",NA,"bway",453214,"6.25","0.00",NA,NA,"8.29",NA,NA
"2014","9.52","0.00",NA,"bway",453214,"3.23","0.00",NA,NA,"5.80",NA,NA
"2015","11.43","0.00",NA,"bway",453214,"9.30","0.00",NA,NA,"5.87",NA,NA
"2013","0.54","0.00",NA,"vloc",453214,"-0.06","-1.02",NA,NA,"0.43",NA,NA
"2014","0.49","-0.36",NA,"vloc",453214,"-0.00","0.00",NA,NA,"0.07",NA,NA
"2015","0.02","0.00",NA,"vloc",453214,"0.32","0.00",NA,NA,"0.21",NA,NA
"2013","0.47","0.00",NA,"hloc",453214,"0.31","0.06",NA,NA,"0.30",NA,NA
"2014","0.14","2.75",NA,"hloc",453214,"0.58","0.00",NA,NA,"0.29",NA,NA
"2015","0.28","0.00",NA,"hloc",453214,"0.35","0.00",NA,NA,"0.21",NA,NA
"2013","10.07","0.00",NA,"pfx_z",453214,"7.51","-2.99",NA,NA,"0.25",NA,NA
"2014","10.36","7.10",NA,"pfx_z",453214,"6.77","0.00",NA,NA,"0.32",NA,NA
"2015","10.34","0.00",NA,"pfx_z",453214,"6.66","0.00",NA,NA,"-0.18",NA,NA
"2013","-2.85","0.00",NA,"pfx_x",453214,"-6.75","5.30",NA,NA,"-0.46",NA,NA
"2014","-2.42","-10.49",NA,"pfx_x",453214,"-6.66","0.00",NA,NA,"0.63",NA,NA
"2015","-3.45","0.00",NA,"pfx_x",453214,"-6.82","0.00",NA,NA,"0.06",NA,NA
"2013","88.93","0.00",NA,"maxmph",453214,"87.40","79.42",NA,NA,"85.86",NA,NA
"2014","87.53","76.85",NA,"maxmph",453214,"85.22","0.00",NA,NA,"79.44",NA,NA
"2015","89.31","0.00",NA,"maxmph",453214,"88.78","0.00",NA,NA,"80.61",NA,NA
"2013","86.63","0.00",NA,"mph",453214,"85.20","72.10",NA,NA,"76.73",NA,NA
"2014","85.43","76.85",NA,"mph",453214,"83.36","0.00",NA,NA,"74.35",NA,NA
"2015","86.42","0.00",NA,"mph",453214,"83.37","0.00",NA,NA,"74.33",NA,NA
"2012","4.44","0.00","18.75","bway",605541,"0.00","18.18",NA,NA,NA,NA,NA
"2015","5.01","2.50","5.04","bway",605541,"3.13","10.00",NA,NA,NA,NA,NA
"2012","-0.32","0.08","0.04","vloc",605541,"-0.40","-0.06",NA,NA,NA,NA,NA
"2015","0.36","-0.93","-0.61","vloc",605541,"-0.34","-0.13",NA,NA,NA,NA,NA
"2012","-0.02","0.91","0.19","hloc",605541,"0.49","0.34",NA,NA,NA,NA,NA
"2015","0.15","0.67","0.40","hloc",605541,"0.36","0.56",NA,NA,NA,NA,NA
"2012","8.12","5.10","1.73","pfx_z",605541,"4.79","-3.69",NA,NA,NA,NA,NA
"2015","8.54","5.53","-0.40","pfx_z",605541,"5.64","-2.86",NA,NA,NA,NA,NA
"2012","-8.52","-11.06","-0.29","pfx_x",605541,"-11.08","1.52",NA,NA,NA,NA,NA
"2015","-4.81","-7.77","3.13","pfx_x",605541,"-7.82","4.69",NA,NA,NA,NA,NA
"2012","96.03","84.18","88.02","maxmph",605541,"94.24","74.45",NA,NA,NA,NA,NA
"2015","99.74","87.00","90.84","maxmph",605541,"98.55","83.27",NA,NA,NA,NA,NA
"2012","92.78","81.47","85.92","mph",605541,"92.05","70.37",NA,NA,NA,NA,NA
"2015","94.93","81.10","84.33","mph",605541,"92.46","77.20",NA,NA,NA,NA,NA
"2008","10.61","4.65","33.33","bway",124604,"6.40","4.91",NA,"6.06",NA,NA,NA
"2009","14.06","1.89","8.93","bway",124604,"4.80","1.86",NA,"6.21",NA,NA,NA
"2010","8.96","8.33","6.12","bway",124604,"4.25","3.56",NA,"6.00",NA,NA,NA
"2011","6.67","0.00","7.84","bway",124604,"6.21","3.73",NA,"6.91",NA,NA,NA
"2012","10.81","0.00","9.38","bway",124604,"9.33","3.94",NA,"5.70",NA,NA,NA
"2013","11.76","3.77","2.86","bway",124604,"5.26","1.42",NA,"9.49",NA,NA,NA
"2014","0.00","5.71","0.00","bway",124604,"6.32","2.24",NA,"10.35",NA,NA,NA
"2008","-0.19","-0.65","-0.41","vloc",124604,"-0.19","-0.50",NA,"-0.01",NA,NA,NA
"2009","-0.20","-0.70","-0.66","vloc",124604,"-0.43","-0.71",NA,"-0.00",NA,NA,NA
"2010","-0.17","-1.19","-0.36","vloc",124604,"-0.34","-0.57",NA,"-0.09",NA,NA,NA
"2011","-0.21","-2.23","-0.56","vloc",124604,"-0.42","-0.57",NA,"-0.26",NA,NA,NA
"2012","-0.54","0.00","-0.56","vloc",124604,"-0.34","-0.89",NA,"-0.09",NA,NA,NA
"2013","-0.09","-1.05","-0.47","vloc",124604,"-0.49","-1.10",NA,"0.09",NA,NA,NA
"2014","0.00","-0.93","-0.43","vloc",124604,"-0.44","-0.96",NA,"-0.12",NA,NA,NA
"2008","0.44","0.60","0.39","hloc",124604,"0.36","0.39",NA,"0.15",NA,NA,NA
"2009","0.29","0.45","0.77","hloc",124604,"0.21","0.31",NA,"0.28",NA,NA,NA
"2010","0.16","0.11","0.37","hloc",124604,"0.21","0.30",NA,"0.03",NA,NA,NA
"2011","0.11","0.51","0.45","hloc",124604,"0.28","0.33",NA,"0.08",NA,NA,NA
"2012","0.58","0.00","0.39","hloc",124604,"0.30","0.36",NA,"0.04",NA,NA,NA
"2013","0.23","0.63","0.38","hloc",124604,"0.37","0.51",NA,"0.16",NA,NA,NA
"2014","-0.04","0.50","0.02","hloc",124604,"0.04","0.32",NA,"0.18",NA,NA,NA
"2008","8.53","2.56","-2.32","pfx_z",124604,"5.09","-5.77",NA,"4.44",NA,NA,NA
"2009","8.53","2.20","1.88","pfx_z",124604,"4.50","-6.33",NA,"4.65",NA,NA,NA
"2010","8.75","1.14","0.75","pfx_z",124604,"5.19","-5.84",NA,"4.47",NA,NA,NA
"2011","8.47","-0.89","-0.95","pfx_z",124604,"4.69","-8.04",NA,"4.13",NA,NA,NA
"2012","8.50","0.00","0.02","pfx_z",124604,"5.03","-8.02",NA,"4.40",NA,NA,NA
"2013","7.86","-0.20","0.13","pfx_z",124604,"4.22","-8.85",NA,"4.00",NA,NA,NA
"2014","7.33","0.94","-0.13","pfx_z",124604,"5.12","-7.62",NA,"3.77",NA,NA,NA
"2008","-6.55","-6.75","4.46","pfx_x",124604,"-8.86","9.51",NA,"0.64",NA,NA,NA
"2009","-6.56","-6.73","5.08","pfx_x",124604,"-9.01","9.43",NA,"0.49",NA,NA,NA
"2010","-6.80","-6.78","5.92","pfx_x",124604,"-9.01","9.43",NA,"0.11",NA,NA,NA
"2011","-5.33","-10.28","6.45","pfx_x",124604,"-9.34","9.34",NA,"0.33",NA,NA,NA
"2012","-6.32","0.00","6.01","pfx_x",124604,"-8.77","8.36",NA,"0.50",NA,NA,NA
"2013","-7.28","-8.33","5.22","pfx_x",124604,"-9.44","9.88",NA,"0.93",NA,NA,NA
"2014","-6.88","-7.76","5.48","pfx_x",124604,"-8.43","8.35",NA,"1.43",NA,NA,NA
"2008","95.52","90.35","87.31","maxmph",124604,"95.33","83.36",NA,"93.50",NA,NA,NA
"2009","94.50","88.65","88.09","maxmph",124604,"95.70","82.60",NA,"93.55",NA,NA,NA
"2010","93.73","88.50","88.17","maxmph",124604,"94.36","82.97",NA,"91.33",NA,NA,NA
"2011","94.26","85.44","86.31","maxmph",124604,"95.59","83.13",NA,"92.38",NA,NA,NA
"2012","94.67","0.00","87.45","maxmph",124604,"94.68","82.20",NA,"92.56",NA,NA,NA
"2013","93.03","86.18","87.64","maxmph",124604,"92.89","81.11",NA,"91.52",NA,NA,NA
"2014","93.42","85.80","87.98","maxmph",124604,"93.52","81.34",NA,"91.62",NA,NA,NA
"2008","93.08","86.35","85.26","mph",124604,"92.54","79.09",NA,"89.49",NA,NA,NA
"2009","92.59","86.64","85.86","mph",124604,"92.31","79.10",NA,"89.21",NA,NA,NA
"2010","92.00","86.13","84.37","mph",124604,"91.57","79.36",NA,"88.96",NA,NA,NA
"2011","92.11","85.44","83.90","mph",124604,"92.33","79.74",NA,"89.63",NA,NA,NA
"2012","92.37","0.00","84.18","mph",124604,"92.07","79.29",NA,"89.79",NA,NA,NA
"2013","90.79","84.24","84.22","mph",124604,"90.48","78.38",NA,"88.41",NA,NA,NA
"2014","91.70","83.93","83.65","mph",124604,"91.13","78.93",NA,"88.53",NA,NA,NA
"2014","0.00",NA,NA,"bway",519445,NA,NA,NA,NA,"5.71",NA,NA
"2014","0.05",NA,NA,"vloc",519445,NA,NA,NA,NA,"0.67",NA,NA
"2014","-0.51",NA,NA,"hloc",519445,NA,NA,NA,NA,"-0.20",NA,NA
"2014","8.50",NA,NA,"pfx_z",519445,NA,NA,NA,NA,"-0.03",NA,NA
"2014","-6.75",NA,NA,"pfx_x",519445,NA,NA,NA,NA,"-2.68",NA,NA
"2014","88.73",NA,NA,"maxmph",519445,NA,NA,NA,NA,"73.24",NA,NA
"2014","88.73",NA,NA,"mph",519445,NA,NA,NA,NA,"69.07",NA,NA
"2010","9.33","0.00","4.35","bway",474699,"0.00","13.33",NA,NA,NA,NA,NA
"2011","5.54","4.58","3.85","bway",474699,"5.10","2.20",NA,NA,NA,NA,NA
"2012","5.09","7.63","6.78","bway",474699,"6.04","4.40",NA,NA,NA,NA,NA
"2013","6.69","3.45","8.19","bway",474699,"4.15","6.98",NA,NA,NA,NA,NA
"2014","7.59","3.85","6.05","bway",474699,"3.42","3.13",NA,NA,NA,NA,NA
"2015","6.13","0.00","5.49","bway",474699,"3.83","0.00",NA,NA,NA,NA,NA
"2010","0.12","-1.02","-0.56","vloc",474699,"-0.20","-0.31",NA,NA,NA,NA,NA
"2011","0.01","-0.48","-0.58","vloc",474699,"-0.18","-0.74",NA,NA,NA,NA,NA
"2012","0.06","-0.52","-0.72","vloc",474699,"-0.07","-0.89",NA,NA,NA,NA,NA
"2013","0.28","-0.49","-0.42","vloc",474699,"0.02","-0.73",NA,NA,NA,NA,NA
"2014","-0.08","-0.15","-0.80","vloc",474699,"-0.43","-0.53",NA,NA,NA,NA,NA
"2015","-0.16","-0.02","-0.94","vloc",474699,"-0.39","-0.76",NA,NA,NA,NA,NA
"2010","-0.04","0.65","0.32","hloc",474699,"0.19","0.11",NA,NA,NA,NA,NA
"2011","0.24","0.55","0.38","hloc",474699,"0.11","0.30",NA,NA,NA,NA,NA
"2012","0.34","0.30","0.10","hloc",474699,"0.02","0.22",NA,NA,NA,NA,NA
"2013","0.07","0.43","0.35","hloc",474699,"0.34","0.34",NA,NA,NA,NA,NA
"2014","0.06","0.57","0.13","hloc",474699,"0.19","0.53",NA,NA,NA,NA,NA
"2015","0.05","-0.21","0.31","hloc",474699,"-0.02","-0.00",NA,NA,NA,NA,NA
"2010","9.54","8.75","0.11","pfx_z",474699,"7.87","-9.95",NA,NA,NA,NA,NA
"2011","9.18","7.79","1.52","pfx_z",474699,"7.83","-7.90",NA,NA,NA,NA,NA
"2012","8.84","7.91","2.09","pfx_z",474699,"7.79","-7.71",NA,NA,NA,NA,NA
"2013","9.28","7.15","1.08","pfx_z",474699,"7.88","-6.55",NA,NA,NA,NA,NA
"2014","7.59","7.30","1.09","pfx_z",474699,"6.73","-5.43",NA,NA,NA,NA,NA
"2015","7.57","6.96","1.35","pfx_z",474699,"6.32","-4.38",NA,NA,NA,NA,NA
"2010","-2.11","-5.50","3.41","pfx_x",474699,"-6.21","4.67",NA,NA,NA,NA,NA
"2011","-1.84","-5.18","2.85","pfx_x",474699,"-6.79","5.16",NA,NA,NA,NA,NA
"2012","-1.37","-4.92","2.87","pfx_x",474699,"-6.29","5.16",NA,NA,NA,NA,NA
"2013","-1.55","-5.21","2.81","pfx_x",474699,"-6.54","5.92",NA,NA,NA,NA,NA
"2014","-1.76","-5.20","1.77","pfx_x",474699,"-6.46","6.05",NA,NA,NA,NA,NA
"2015","-2.90","-5.30","1.83","pfx_x",474699,"-6.95","6.16",NA,NA,NA,NA,NA
"2010","95.46","87.53","85.97","maxmph",474699,"95.38","76.70",NA,NA,NA,NA,NA
"2011","95.02","87.60","89.46","maxmph",474699,"95.17","80.23",NA,NA,NA,NA,NA
"2012","95.29","86.72","88.81","maxmph",474699,"95.09","79.63",NA,NA,NA,NA,NA
"2013","95.65","88.15","89.80","maxmph",474699,"94.92","79.04",NA,NA,NA,NA,NA
"2014","94.31","86.80","88.90","maxmph",474699,"94.32","81.17",NA,NA,NA,NA,NA
"2015","93.40","88.04","88.95","maxmph",474699,"92.95","79.53",NA,NA,NA,NA,NA
"2010","92.60","86.21","83.79","mph",474699,"92.25","75.45",NA,NA,NA,NA,NA
"2011","91.20","84.45","86.16","mph",474699,"90.81","76.84",NA,NA,NA,NA,NA
"2012","90.48","83.94","85.45","mph",474699,"90.19","76.20",NA,NA,NA,NA,NA
"2013","91.14","84.93","83.88","mph",474699,"90.68","75.89",NA,NA,NA,NA,NA
"2014","90.45","85.24","84.78","mph",474699,"90.26","77.87",NA,NA,NA,NA,NA
"2015","90.07","85.89","84.62","mph",474699,"89.54","76.65",NA,NA,NA,NA,NA
"2009","50.00",NA,"15.15","bway",543942,"5.66","0.00","0.00",NA,NA,NA,NA
"2013","0.00",NA,"5.02","bway",543942,"5.13","3.45","0.00",NA,NA,NA,NA
"2014","0.00",NA,"4.49","bway",543942,"7.78","3.80","2.44",NA,NA,NA,NA
"2015","0.00",NA,"8.16","bway",543942,"5.66","0.00","0.00",NA,NA,NA,NA
"2009","0.72",NA,"-0.07","vloc",543942,"-0.07","-0.74","-0.47",NA,NA,NA,NA
"2013","0.72",NA,"-0.52","vloc",543942,"-0.24","-0.51","-1.13",NA,NA,NA,NA
"2014","0.72",NA,"-0.61","vloc",543942,"0.02","-0.87","-1.23",NA,NA,NA,NA
"2015","0.08",NA,"-0.53","vloc",543942,"-0.30","-0.77","-0.39",NA,NA,NA,NA
"2009","-0.09",NA,"0.29","hloc",543942,"0.08","-0.19","1.41",NA,NA,NA,NA
"2013","0.21",NA,"0.52","hloc",543942,"0.24","0.89","0.78",NA,NA,NA,NA
"2014","0.54",NA,"0.56","hloc",543942,"0.31","0.56","0.86",NA,NA,NA,NA
"2015","0.79",NA,"0.58","hloc",543942,"0.26","-0.34","0.65",NA,NA,NA,NA
"2009","9.70",NA,"1.75","pfx_z",543942,"4.64","-3.66","-1.25",NA,NA,NA,NA
"2013","8.31",NA,"2.81","pfx_z",543942,"4.74","-4.72","0.03",NA,NA,NA,NA
"2014","9.18",NA,"1.29","pfx_z",543942,"6.29","-6.05","1.73",NA,NA,NA,NA
"2015","7.67",NA,"2.82","pfx_z",543942,"4.92","-4.63","0.68",NA,NA,NA,NA
"2009","-5.73",NA,"6.52","pfx_x",543942,"-8.24","10.15","-6.27",NA,NA,NA,NA
"2013","-4.59",NA,"2.28","pfx_x",543942,"-8.55","7.70","-7.23",NA,NA,NA,NA
"2014","-5.06",NA,"2.95","pfx_x",543942,"-8.33","8.97","-7.64",NA,NA,NA,NA
"2015","-3.39",NA,"2.99","pfx_x",543942,"-9.78","10.14","-5.40",NA,NA,NA,NA
"2009","89.39",NA,"81.34","maxmph",543942,"90.97","77.09","85.80",NA,NA,NA,NA
"2013","90.25",NA,"88.05","maxmph",543942,"90.98","79.83","86.14",NA,NA,NA,NA
"2014","92.42",NA,"88.40","maxmph",543942,"93.81","78.92","89.36",NA,NA,NA,NA
"2015","90.08",NA,"84.90","maxmph",543942,"90.87","77.11","85.57",NA,NA,NA,NA
"2009","88.86",NA,"79.00","mph",543942,"88.46","75.80","84.34",NA,NA,NA,NA
"2013","89.61",NA,"84.60","mph",543942,"89.13","75.82","84.38",NA,NA,NA,NA
"2014","91.03",NA,"84.37","mph",543942,"90.59","75.96","86.42",NA,NA,NA,NA
"2015","88.73",NA,"82.97","mph",543942,"88.98","74.13","84.06",NA,NA,NA,NA
"2010","5.73","5.85","0.00","bway",475243,"4.80","8.08",NA,"2.94",NA,NA,NA
"2011","6.76","5.00","4.17","bway",475243,"8.96","2.78",NA,"4.00",NA,NA,NA
"2012","7.30","2.17","3.88","bway",475243,"6.00","7.04",NA,"5.68",NA,NA,NA
"2013","5.41","2.45","4.37","bway",475243,"5.66","3.92",NA,"6.41",NA,NA,NA
"2014","6.42","3.95","4.59","bway",475243,"5.58","7.89",NA,"4.28",NA,NA,NA
"2015","6.08","3.67","0.89","bway",475243,"6.64","2.50",NA,"2.29",NA,NA,NA
"2010","0.20","-0.63","-0.54","vloc",475243,"-0.18","-0.04",NA,"-0.09",NA,NA,NA
"2011","0.15","-0.81","-0.68","vloc",475243,"-0.04","-0.62",NA,"-0.04",NA,NA,NA
"2012","0.20","-0.80","-0.65","vloc",475243,"-0.06","-0.88",NA,"-0.07",NA,NA,NA
"2013","0.14","-0.70","-0.82","vloc",475243,"0.01","-0.44",NA,"-0.03",NA,NA,NA
"2014","-0.15","-0.93","-0.85","vloc",475243,"-0.22","-0.44",NA,"-0.25",NA,NA,NA
"2015","-0.08","-1.09","-1.18","vloc",475243,"-0.08","-0.27",NA,"-0.40",NA,NA,NA
"2010","0.10","0.43","0.78","hloc",475243,"0.35","0.05",NA,"-0.36",NA,NA,NA
"2011","-0.02","0.32","1.00","hloc",475243,"0.35","-0.06",NA,"-0.20",NA,NA,NA
"2012","0.15","0.58","0.41","hloc",475243,"0.57","0.22",NA,"-0.03",NA,NA,NA
"2013","0.33","0.37","0.20","hloc",475243,"0.39","0.29",NA,"-0.04",NA,NA,NA
"2014","0.34","0.41","0.36","hloc",475243,"0.39","0.18",NA,"0.03",NA,NA,NA
"2015","0.38","0.55","0.27","hloc",475243,"0.35","0.35",NA,"0.18",NA,NA,NA
"2010","10.61","4.13","2.33","pfx_z",475243,"8.64","-6.24",NA,"7.26",NA,NA,NA
"2011","11.11","5.21","2.51","pfx_z",475243,"9.16","-7.34",NA,"7.82",NA,NA,NA
"2012","10.95","5.14","3.32","pfx_z",475243,"8.98","-4.79",NA,"6.96",NA,NA,NA
"2013","10.99","4.23","1.86","pfx_z",475243,"9.54","-5.99",NA,"7.93",NA,NA,NA
"2014","11.90","6.94","2.91","pfx_z",475243,"10.16","-6.46",NA,"7.64",NA,NA,NA
"2015","11.28","6.72","1.85","pfx_z",475243,"9.59","-6.77",NA,"6.41",NA,NA,NA
"2010","5.67","9.75","-1.18","pfx_x",475243,"8.90","-4.36",NA,"0.07",NA,NA,NA
"2011","5.14","9.69","-1.34","pfx_x",475243,"8.47","-2.79",NA,"-0.12",NA,NA,NA
"2012","4.75","9.92","-1.21","pfx_x",475243,"7.97","-2.20",NA,"0.10",NA,NA,NA
